,expected,Predicted,F1Score,Accept,Change
12336,Acct_Addr1,Acct_Addr1,1,,
12337,Acct_email,Acct_email,1,,
12338,Acct_Addr1,Acct_Addr1,1,,
12339,Acct_LName,Acct_LName,1,,
12340,Acct_FName,Acct_FName,1,,
12341,Acct_MName,Acct_MName,1,,
12342,Acct_MName,Acct_MName,1,,
12343,Acct_UIDNo.,Acct_UIDNo.,1,,
12344,Acct_email,Acct_email,1,,
12345,Acct_Addr1,Acct_Addr1,1,,
12346,Acct_Addr1,Acct_Addr1,1,,
12347,Acct_email,Acct_email,1,,
12348,Acct_Addr2,Acct_Addr1,0.9,,
12349,Acct_Gender,Acct_Gender,1,,
12350,Acct_Addr2,Acct_Addr2,1,,
12351,Acct_id,Acct_id,1,,
12352,Acct_FName,Acct_FName,1,,
12353,Acct_FName,Acct_City,0.8,,
12354,Acct_UIDNo.,Acct_UIDNo.,1,,
12355,Acct_email,Acct_email,1,,
12356,Acct_email,Acct_email,1,,
12357,Acct_id,Acct_id,1,,
12358,Acct_id,Acct_id,1,,
12359,Acct_FName,Acct_FName,1,,
12360,Acct_State,Acct_State,1,,
12361,Acct_DOB,Acct_DOB,1,,
12362,Acct_Gender,Acct_Gender,1,,
12363,Acct_Addr1,Acct_Addr1,1,,
12364,Acct_DOB,Acct_DOB,1,,
12365,Acct_UIDNo.,Acct_UIDNo.,1,,
12366,Acct_DOB,Acct_DOB,1,,
12367,Acct_phone,Acct_phone,1,,
12368,Acct_UIDNo.,Acct_UIDNo.,1,,
12369,Acct_State,Acct_State,1,,
12370,Acct_Addr1,Acct_City,0.8,,
12371,Acct_phone,Acct_phone,1,,
12372,Acct_phone,Acct_phone,1,,
12373,Acct_DOB,Acct_DOB,1,,
12374,Acct_DOB,Acct_DOB,1,,
12375,Acct_Gender,Acct_Gender,1,,
12376,Acct_Gender,Acct_Gender,1,,
12377,Acct_Addr2,Acct_Addr2,1,,
12378,Acct_UIDNo.,Acct_UIDNo.,1,,
12379,Acct_email,Acct_email,1,,
12380,Acct_State,Acct_State,1,,
12381,Acct_State,Acct_State,1,,
12382,Acct_City,Acct_LName,0.6,,
12383,Acct_Addr1,Acct_Addr1,1,,
12384,Acct_Gender,Acct_Gender,1,,
12385,Acct_Gender,Acct_Gender,1,,
12386,Acct_phone,Acct_phone,1,,
12387,Acct_LName,Acct_id,0.5,,
12388,Acct_DOB,Acct_DOB,1,,
12389,Acct_id,Acct_id,1,,
12390,Acct_id,Acct_id,1,,
12391,Acct_City,Acct_UIDNo.,0.3,,
12392,Acct_FName,Acct_LName,0.8,,
12393,Acct_UIDNo.,Acct_UIDNo.,1,,
12394,Acct_City,Acct_City,1,,
12395,Acct_UIDNo.,Acct_UIDNo.,1,,
12396,Acct_Gender,Acct_Gender,1,,
12397,Acct_phone,Acct_phone,1,,
12398,Acct_Addr1,Acct_Addr1,1,,
12399,Acct_Addr2,Acct_MName,0.4,,
12400,Acct_MName,Acct_LName,0.9,,
12401,Acct_DOB,Acct_DOB,1,,
12402,Acct_Addr1,Acct_Addr1,1,,
12403,Acct_UIDNo.,Acct_UIDNo.,1,,
12404,Acct_MName,Acct_MName,1,,
12405,Acct_email,Acct_email,1,,
12406,Acct_LName,Acct_City,0.6,,
12407,Acct_id,Acct_id,1,,
12408,Acct_id,Acct_id,1,,
12409,Acct_Addr2,Acct_Addr2,1,,
12410,Acct_email,Acct_email,1,,
12411,Acct_Addr1,Acct_Addr1,1,,
12412,Acct_DOB,Acct_DOB,1,,
12413,Acct_UIDNo.,Acct_UIDNo.,1,,
12414,Acct_State,Acct_State,1,,
12415,Acct_Addr1,Acct_Addr1,1,,
12416,Acct_State,Acct_State,1,,
12417,Acct_email,Acct_email,1,,
12418,Acct_email,Acct_email,1,,
12419,Acct_State,Acct_State,1,,
12420,Acct_UIDNo.,Acct_UIDNo.,1,,
12421,Acct_email,Acct_email,1,,
12422,Acct_State,Acct_State,1,,
12423,Acct_FName,Acct_FName,1,,
12424,Acct_DOB,Acct_DOB,1,,
12425,Acct_phone,Acct_phone,1,,
12426,Acct_email,Acct_email,1,,
12427,Acct_email,Acct_email,1,,
12428,Acct_DOB,Acct_DOB,1,,
12429,Acct_State,Acct_State,1,,
12430,Acct_DOB,Acct_DOB,1,,
12431,Acct_email,Acct_email,1,,
12432,Acct_Addr1,Acct_Addr1,1,,
12433,Acct_UIDNo.,Acct_UIDNo.,1,,
12434,Acct_FName,Acct_LName,0.8,,
12435,Acct_DOB,Acct_DOB,1,,
12436,Acct_State,Acct_State,1,,
12437,Acct_State,Acct_State,1,,
12438,Acct_id,Acct_id,1,,
12439,Acct_email,Acct_email,1,,
12440,Acct_DOB,Acct_DOB,1,,
12441,Acct_phone,Acct_phone,1,,
12442,Acct_DOB,Acct_DOB,1,,
12443,Acct_Addr1,Acct_Addr1,1,,
12444,Acct_MName,Acct_MName,1,,
12445,Acct_Addr2,Acct_Addr2,1,,
12446,Acct_Addr1,Acct_City,0.8,,
12447,Acct_FName,Acct_FName,1,,
12448,Acct_LName,Acct_LName,1,,
12449,Acct_Addr1,Acct_Addr1,1,,
12450,Acct_id,Acct_id,1,,
12451,Acct_UIDNo.,Acct_UIDNo.,1,,
12452,Acct_UIDNo.,Acct_UIDNo.,1,,
12453,Acct_LName,Acct_FName,0.8,,
12454,Acct_State,Acct_State,1,,
12455,Acct_UIDNo.,Acct_UIDNo.,1,,
12456,Acct_Addr2,Acct_MName,0.4,,
12457,Acct_id,Acct_id,1,,
12458,Acct_Addr1,Acct_Addr1,1,,
12459,Acct_FName,Acct_LName,0.8,,
12460,Acct_LName,Acct_LName,1,,
12461,Acct_email,Acct_email,1,,
12462,Acct_DOB,Acct_DOB,1,,
12463,Acct_email,Acct_email,1,,
12464,Acct_Addr2,Acct_MName,0.4,,
12465,Acct_Addr2,Acct_Addr2,1,,
12466,Acct_id,Acct_id,1,,
12467,Acct_State,Acct_State,1,,
12468,Acct_email,Acct_email,1,,
12469,Acct_City,Acct_City,1,,
12470,Acct_email,Acct_email,1,,
12471,Acct_DOB,Acct_DOB,1,,
12472,Acct_phone,Acct_phone,1,,
12473,Acct_phone,Acct_phone,1,,
12474,Acct_phone,Acct_phone,1,,
12475,Acct_phone,Acct_phone,1,,
12476,Acct_Gender,Acct_Gender,1,,
12477,Acct_phone,Acct_phone,1,,
12478,Acct_State,Acct_State,1,,
12479,Acct_State,Acct_State,1,,
12480,Acct_Addr1,Acct_Addr1,1,,
12481,Acct_Gender,Acct_Gender,1,,
12482,Acct_Addr1,Acct_Addr2,0.9,,
12483,Acct_FName,Acct_FName,1,,
12484,Acct_DOB,Acct_DOB,1,,
12485,Acct_Gender,Acct_Gender,1,,
12486,Acct_Addr2,Acct_Addr2,1,,
12487,Acct_Addr1,Acct_Addr1,1,,
12488,Acct_State,Acct_State,1,,
12489,Acct_Gender,Acct_Gender,1,,
12490,Acct_UIDNo.,Acct_UIDNo.,1,,
12491,Acct_MName,Acct_FName,0.7,,
12492,Acct_Gender,Acct_Gender,1,,
12493,Acct_phone,Acct_phone,1,,
12494,Acct_UIDNo.,Acct_UIDNo.,1,,
12495,Acct_Addr1,Acct_Addr1,1,,
12496,Acct_Addr2,Acct_MName,0.4,,
12497,Acct_State,Acct_State,1,,
12498,Acct_FName,Acct_FName,1,,
12499,Acct_MName,Acct_LName,0.9,,
12500,Acct_MName,Acct_MName,1,,
12501,Acct_id,Acct_id,1,,
12502,Acct_UIDNo.,Acct_UIDNo.,1,,
12503,Acct_UIDNo.,Acct_UIDNo.,1,,
12504,Acct_email,Acct_email,1,,
12505,Acct_City,Acct_City,1,,
12506,Acct_Addr2,Acct_Addr2,1,,
12507,Acct_LName,Acct_LName,1,,
12508,Acct_Addr1,Acct_Addr1,1,,
12509,Acct_City,Acct_DOB,0.9,,
12510,Acct_DOB,Acct_DOB,1,,
12511,Acct_MName,Acct_LName,0.9,,
12512,Acct_Addr2,Acct_Addr2,1,,
12513,Acct_id,Acct_id,1,,
12514,Acct_id,Acct_id,1,,
12515,Acct_Gender,Acct_Gender,1,,
12516,Acct_phone,Acct_phone,1,,
12517,Acct_id,Acct_id,1,,
12518,Acct_FName,Acct_FName,1,,
12519,Acct_UIDNo.,Acct_UIDNo.,1,,
12520,Acct_email,Acct_email,1,,
12521,Acct_email,Acct_email,1,,
12522,Acct_State,Acct_State,1,,
12523,Acct_email,Acct_email,1,,
12524,Acct_MName,Acct_MName,1,,
12525,Acct_Addr1,Acct_Addr1,1,,
12526,Acct_MName,Acct_FName,0.7,,
12527,Acct_City,Acct_FName,0.8,,
12528,Acct_LName,Acct_City,0.6,,
12529,Acct_Addr2,Acct_Addr2,1,,
12530,Acct_UIDNo.,Acct_UIDNo.,1,,
12531,Acct_id,Acct_id,1,,
12532,Acct_Gender,Acct_Gender,1,,
12533,Acct_FName,Acct_FName,1,,
12534,Acct_Gender,Acct_Gender,1,,
12535,Acct_Gender,Acct_Gender,1,,
12536,Acct_MName,Acct_MName,1,,
12537,Acct_id,Acct_id,1,,
12538,Acct_email,Acct_email,1,,
12539,Acct_id,Acct_id,1,,
12540,Acct_City,Acct_Addr1,0.8,,
12541,Acct_phone,Acct_phone,1,,
12542,Acct_UIDNo.,Acct_UIDNo.,1,,
12543,Acct_phone,Acct_phone,1,,
12544,Acct_City,Acct_LName,0.6,,
12545,Acct_State,Acct_State,1,,
12546,Acct_MName,Acct_FName,0.7,,
12547,Acct_UIDNo.,Acct_UIDNo.,1,,
12548,Acct_State,Acct_State,1,,
12549,Acct_DOB,Acct_DOB,1,,
12550,Acct_LName,Acct_id,0.5,,
12551,Acct_DOB,Acct_DOB,1,,
12552,Acct_MName,Acct_City,0.5,,
12553,Acct_UIDNo.,Acct_UIDNo.,1,,
12554,Acct_LName,Acct_LName,1,,
12555,Acct_id,Acct_id,1,,
12556,Acct_id,Acct_id,1,,
12557,Acct_City,Acct_phone,0,,
12558,Acct_City,Acct_City,1,,
12559,Acct_email,Acct_email,1,,
12560,Acct_MName,Acct_MName,1,,
12561,Acct_City,Acct_City,1,,
12562,Acct_Gender,Acct_Gender,1,,
12563,Acct_City,Acct_City,1,,
12564,Acct_City,Acct_DOB,0.9,,
12565,Acct_MName,Acct_MName,1,,
12566,Acct_DOB,Acct_DOB,1,,
12567,Acct_Gender,Acct_Gender,1,,
12568,Acct_Gender,Acct_Gender,1,,
12569,Acct_phone,Acct_phone,1,,
12570,Acct_Gender,Acct_Gender,1,,
12571,Acct_id,Acct_id,1,,
12572,Acct_MName,Acct_MName,1,,
12573,Acct_City,Acct_LName,0.6,,
12574,Acct_Addr1,Acct_Addr1,1,,
12575,Acct_DOB,Acct_DOB,1,,
12576,Acct_phone,Acct_phone,1,,
12577,Acct_Gender,Acct_Gender,1,,
12578,Acct_id,Acct_id,1,,
12579,Acct_City,Acct_LName,0.6,,
12580,Acct_id,Acct_id,1,,
12581,Acct_State,Acct_State,1,,
12582,Acct_FName,Acct_FName,1,,
12583,Acct_LName,Acct_FName,0.8,,
12584,Acct_Addr2,Acct_MName,0.4,,
12585,Acct_LName,Acct_FName,0.8,,
12586,Acct_FName,Acct_LName,0.8,,
12587,Acct_UIDNo.,Acct_UIDNo.,1,,
12588,Acct_UIDNo.,Acct_UIDNo.,1,,
12589,Acct_Gender,Acct_Gender,1,,
12590,Acct_email,Acct_email,1,,
12591,Acct_MName,Acct_MName,1,,
12592,Acct_City,Acct_LName,0.6,,
12593,Acct_State,Acct_State,1,,
12594,Acct_Addr2,Acct_Addr1,0.9,,
12595,Acct_email,Acct_email,1,,
12596,Acct_State,Acct_State,1,,
12597,Acct_LName,Acct_LName,1,,
12598,Acct_id,Acct_id,1,,
12599,Acct_id,Acct_id,1,,
12600,Acct_UIDNo.,Acct_UIDNo.,1,,
12601,Acct_Addr2,Acct_Addr2,1,,
12602,Acct_phone,Acct_phone,1,,
12603,Acct_id,Acct_id,1,,
12604,Acct_UIDNo.,Acct_UIDNo.,1,,
12605,Acct_MName,Acct_MName,1,,
12606,Acct_Addr1,Acct_Addr1,1,,
12607,Acct_email,Acct_email,1,,
12608,Acct_email,Acct_email,1,,
12609,Acct_LName,Acct_LName,1,,
12610,Acct_FName,Acct_FName,1,,
12611,Acct_Gender,Acct_Gender,1,,
12612,Acct_phone,Acct_phone,1,,
12613,Acct_UIDNo.,Acct_UIDNo.,1,,
12614,Acct_LName,Acct_FName,0.8,,
12615,Acct_State,Acct_State,1,,
12616,Acct_UIDNo.,Acct_UIDNo.,1,,
12617,Acct_id,Acct_id,1,,
12618,Acct_LName,Acct_LName,1,,
12619,Acct_MName,Acct_FName,0.7,,
12620,Acct_Gender,Acct_Gender,1,,
12621,Acct_LName,Acct_City,0.6,,
12622,Acct_Addr2,Acct_Addr2,1,,
12623,Acct_Addr2,Acct_Addr2,1,,
12624,Acct_id,Acct_id,1,,
12625,Acct_UIDNo.,Acct_UIDNo.,1,,
12626,Acct_email,Acct_email,1,,
12627,Acct_email,Acct_email,1,,
12628,Acct_FName,Acct_FName,1,,
12629,Acct_phone,Acct_phone,1,,
12630,Acct_MName,Acct_MName,1,,
12631,Acct_DOB,Acct_DOB,1,,
12632,Acct_email,Acct_email,1,,
12633,Acct_Addr1,Acct_Addr1,1,,
12634,Acct_LName,Acct_LName,1,,
12635,Acct_DOB,Acct_DOB,1,,
12636,Acct_DOB,Acct_DOB,1,,
12637,Acct_MName,Acct_MName,1,,
12638,Acct_id,Acct_id,1,,
12639,Acct_id,Acct_id,1,,
12640,Acct_City,Acct_City,1,,
12641,Acct_FName,Acct_LName,0.8,,
12642,Acct_LName,Acct_LName,1,,
12643,Acct_MName,Acct_MName,1,,
12644,Acct_DOB,Acct_DOB,1,,
12645,Acct_State,Acct_State,1,,
12646,Acct_State,Acct_State,1,,
12647,Acct_DOB,Acct_DOB,1,,
12648,Acct_City,Acct_LName,0.6,,
12649,Acct_UIDNo.,Acct_UIDNo.,1,,
12650,Acct_UIDNo.,Acct_UIDNo.,1,,
12651,Acct_LName,Acct_LName,1,,
12652,Acct_phone,Acct_phone,1,,
12653,Acct_Gender,Acct_Gender,1,,
12654,Acct_id,Acct_id,1,,
12655,Acct_FName,Acct_LName,0.8,,
12656,Acct_Addr2,Acct_Addr2,1,,
12657,Acct_Addr1,Acct_Addr1,1,,
12658,Acct_id,Acct_id,1,,
12659,Acct_Addr1,Acct_Addr1,1,,
12660,Acct_MName,Acct_LName,0.9,,
12661,Acct_Gender,Acct_Gender,1,,
12662,Acct_LName,Acct_LName,1,,
12663,Acct_City,Acct_DOB,0.9,,
12664,Acct_id,Acct_id,1,,
12665,Acct_phone,Acct_phone,1,,
12666,Acct_State,Acct_State,1,,
12667,Acct_Addr1,Acct_Addr1,1,,
12668,Acct_Gender,Acct_Gender,1,,
12669,Acct_FName,Acct_LName,0.8,,
12670,Acct_id,Acct_id,1,,
12671,Acct_Addr2,Acct_MName,0.4,,
12672,Acct_FName,Acct_LName,0.8,,
12673,Acct_City,Acct_LName,0.6,,
12674,Acct_id,Acct_id,1,,
12675,Acct_Addr2,Acct_Addr2,1,,
12676,Acct_UIDNo.,Acct_UIDNo.,1,,
12677,Acct_MName,Acct_MName,1,,
12678,Acct_email,Acct_email,1,,
12679,Acct_City,Acct_City,1,,
12680,Acct_Addr1,Acct_City,0.8,,
12681,Acct_phone,Acct_phone,1,,
12682,Acct_id,Acct_id,1,,
12683,Acct_id,Acct_id,1,,
12684,Acct_LName,Acct_FName,0.8,,
12685,Acct_phone,Acct_phone,1,,
12686,Acct_email,Acct_email,1,,
12687,Acct_DOB,Acct_DOB,1,,
12688,Acct_DOB,Acct_DOB,1,,
12689,Acct_Addr1,Acct_City,0.8,,
12690,Acct_MName,Acct_LName,0.9,,
12691,Acct_UIDNo.,Acct_UIDNo.,1,,
12692,Acct_Addr2,Acct_Addr2,1,,
12693,Acct_MName,Acct_MName,1,,
12694,Acct_FName,Acct_LName,0.8,,
12695,Acct_phone,Acct_phone,1,,
12696,Acct_City,Acct_LName,0.6,,
12697,Acct_City,Acct_DOB,0.9,,
12698,Acct_City,Acct_phone,0,,
12699,Acct_DOB,Acct_DOB,1,,
12700,Acct_UIDNo.,Acct_UIDNo.,1,,
12701,Acct_email,Acct_email,1,,
12702,Acct_phone,Acct_phone,1,,
12703,Acct_City,Acct_LName,0.6,,
12704,Acct_id,Acct_id,1,,
12705,Acct_Addr2,Acct_MName,0.4,,
12706,Acct_UIDNo.,Acct_UIDNo.,1,,
12707,Acct_phone,Acct_phone,1,,
12708,Acct_Gender,Acct_Gender,1,,
12709,Acct_Addr1,Acct_Addr1,1,,
12710,Acct_email,Acct_email,1,,
12711,Acct_id,Acct_id,1,,
12712,Acct_email,Acct_email,1,,
12713,Acct_phone,Acct_phone,1,,
12714,Acct_State,Acct_State,1,,
12715,Acct_phone,Acct_phone,1,,
12716,Acct_MName,Acct_LName,0.9,,
12717,Acct_Addr1,Acct_Addr1,1,,
12718,Acct_id,Acct_id,1,,
12719,Acct_email,Acct_email,1,,
12720,Acct_State,Acct_State,1,,
12721,Acct_phone,Acct_phone,1,,
12722,Acct_DOB,Acct_DOB,1,,
12723,Acct_DOB,Acct_DOB,1,,
12724,Acct_FName,Acct_LName,0.8,,
12725,Acct_FName,Acct_LName,0.8,,
12726,Acct_Addr2,Acct_Addr2,1,,
12727,Acct_FName,Acct_FName,1,,
12728,Acct_id,Acct_id,1,,
12729,Acct_DOB,Acct_DOB,1,,
12730,Acct_LName,Acct_LName,1,,
12731,Acct_State,Acct_State,1,,
12732,Acct_Addr1,Acct_Addr1,1,,
12733,Acct_State,Acct_State,1,,
12734,Acct_State,Acct_State,1,,
12735,Acct_City,Acct_City,1,,
12736,Acct_City,Acct_DOB,0.9,,
12737,Acct_Addr1,Acct_Addr1,1,,
12738,Acct_Addr1,Acct_Addr1,1,,
12739,Acct_MName,Acct_MName,1,,
12740,Acct_City,Acct_LName,0.6,,
12741,Acct_email,Acct_email,1,,
12742,Acct_id,Acct_id,1,,
12743,Acct_Addr1,Acct_Addr2,0.9,,
12744,Acct_State,Acct_State,1,,
12745,Acct_email,Acct_email,1,,
12746,Acct_FName,Acct_LName,0.8,,
12747,Acct_FName,Acct_LName,0.8,,
12748,Acct_FName,Acct_LName,0.8,,
12749,Acct_UIDNo.,Acct_UIDNo.,1,,
12750,Acct_UIDNo.,Acct_UIDNo.,1,,
12751,Acct_UIDNo.,Acct_UIDNo.,1,,
12752,Acct_City,Acct_DOB,0.9,,
12753,Acct_State,Acct_State,1,,
12754,Acct_MName,Acct_FName,0.7,,
12755,Acct_id,Acct_id,1,,
12756,Acct_MName,Acct_MName,1,,
12757,Acct_Addr1,Acct_Addr1,1,,
12758,Acct_Addr1,Acct_Addr1,1,,
12759,Acct_City,Acct_LName,0.6,,
12760,Acct_LName,Acct_LName,1,,
12761,Acct_LName,Acct_LName,1,,
12762,Acct_DOB,Acct_DOB,1,,
12763,Acct_Gender,Acct_Gender,1,,
12764,Acct_City,Acct_City,1,,
12765,Acct_UIDNo.,Acct_UIDNo.,1,,
12766,Acct_FName,Acct_LName,0.8,,
12767,Acct_City,Acct_DOB,0.9,,
12768,Acct_UIDNo.,Acct_UIDNo.,1,,
12769,Acct_Addr1,Acct_Addr1,1,,
12770,Acct_id,Acct_id,1,,
12771,Acct_phone,Acct_phone,1,,
12772,Acct_LName,Acct_id,0.5,,
12773,Acct_State,Acct_State,1,,
12774,Acct_Addr2,Acct_Addr2,1,,
12775,Acct_phone,Acct_phone,1,,
12776,Acct_DOB,Acct_DOB,1,,
12777,Acct_id,Acct_id,1,,
12778,Acct_LName,Acct_FName,0.8,,
12779,Acct_Addr2,Acct_MName,0.4,,
12780,Acct_MName,Acct_MName,1,,
12781,Acct_id,Acct_id,1,,
12782,Acct_City,Acct_LName,0.6,,
12783,Acct_id,Acct_id,1,,
12784,Acct_phone,Acct_phone,1,,
12785,Acct_State,Acct_State,1,,
12786,Acct_DOB,Acct_DOB,1,,
12787,Acct_phone,Acct_phone,1,,
12788,Acct_LName,Acct_LName,1,,
12789,Acct_State,Acct_State,1,,
12790,Acct_Addr2,Acct_Addr2,1,,
12791,Acct_DOB,Acct_DOB,1,,
12792,Acct_State,Acct_State,1,,
12793,Acct_City,Acct_LName,0.6,,
12794,Acct_email,Acct_email,1,,
12795,Acct_FName,Acct_City,0.8,,
12796,Acct_LName,Acct_LName,1,,
12797,Acct_email,Acct_email,1,,
12798,Acct_phone,Acct_phone,1,,
12799,Acct_email,Acct_email,1,,
12800,Acct_email,Acct_email,1,,
12801,Acct_Gender,Acct_Gender,1,,
12802,Acct_Gender,Acct_Gender,1,,
12803,Acct_id,Acct_id,1,,
12804,Acct_DOB,Acct_DOB,1,,
12805,Acct_Gender,Acct_Gender,1,,
12806,Acct_City,Acct_LName,0.6,,
12807,Acct_id,Acct_id,1,,
12808,Acct_FName,Acct_FName,1,,
12809,Acct_State,Acct_State,1,,
12810,Acct_email,Acct_email,1,,
12811,Acct_Addr2,Acct_Addr2,1,,
12812,Acct_email,Acct_email,1,,
12813,Acct_LName,Acct_City,0.6,,
12814,Acct_MName,Acct_MName,1,,
12815,Acct_State,Acct_State,1,,
12816,Acct_UIDNo.,Acct_UIDNo.,1,,
12817,Acct_Addr1,Acct_Addr1,1,,
12818,Acct_FName,Acct_LName,0.8,,
12819,Acct_email,Acct_email,1,,
12820,Acct_LName,Acct_FName,0.8,,
12821,Acct_DOB,Acct_DOB,1,,
12822,Acct_LName,Acct_LName,1,,
12823,Acct_DOB,Acct_DOB,1,,
12824,Acct_Addr1,Acct_Addr2,0.9,,
12825,Acct_MName,Acct_MName,1,,
12826,Acct_UIDNo.,Acct_UIDNo.,1,,
12827,Acct_LName,Acct_LName,1,,
12828,Acct_email,Acct_email,1,,
12829,Acct_Addr1,Acct_Addr1,1,,
12830,Acct_MName,Acct_MName,1,,
12831,Acct_Addr2,Acct_Addr2,1,,
12832,Acct_LName,Acct_LName,1,,
12833,Acct_email,Acct_email,1,,
12834,Acct_UIDNo.,Acct_UIDNo.,1,,
12835,Acct_id,Acct_id,1,,
12836,Acct_Gender,Acct_Gender,1,,
12837,Acct_City,Acct_City,1,,
12838,Acct_Addr1,Acct_Addr1,1,,
12839,Acct_Addr2,Acct_Addr1,0.9,,
12840,Acct_City,Acct_LName,0.6,,
12841,Acct_Addr1,Acct_Addr1,1,,
12842,Acct_FName,Acct_LName,0.8,,
12843,Acct_City,Acct_phone,0,,
12844,Acct_DOB,Acct_DOB,1,,
12845,Acct_State,Acct_State,1,,
12846,Acct_Addr1,Acct_Addr1,1,,
12847,Acct_id,Acct_id,1,,
12848,Acct_email,Acct_email,1,,
12849,Acct_LName,Acct_LName,1,,
12850,Acct_email,Acct_email,1,,
12851,Acct_Gender,Acct_Gender,1,,
12852,Acct_Addr2,Acct_Addr2,1,,
12853,Acct_id,Acct_id,1,,
12854,Acct_Gender,Acct_Gender,1,,
12855,Acct_City,Acct_LName,0.6,,
12856,Acct_LName,Acct_FName,0.8,,
12857,Acct_LName,Acct_LName,1,,
12858,Acct_City,Acct_id,0.1,,
12859,Acct_id,Acct_id,1,,
12860,Acct_State,Acct_State,1,,
12861,Acct_City,Acct_phone,0,,
12862,Acct_State,Acct_State,1,,
12863,Acct_phone,Acct_phone,1,,
12864,Acct_email,Acct_email,1,,
12865,Acct_UIDNo.,Acct_UIDNo.,1,,
12866,Acct_phone,Acct_phone,1,,
12867,Acct_City,Acct_id,0.1,,
12868,Acct_City,Acct_City,1,,
12869,Acct_id,Acct_id,1,,
12870,Acct_email,Acct_email,1,,
12871,Acct_Addr2,Acct_Addr1,0.9,,
12872,Acct_State,Acct_State,1,,
12873,Acct_LName,Acct_LName,1,,
12874,Acct_id,Acct_id,1,,
12875,Acct_MName,Acct_MName,1,,
12876,Acct_Gender,Acct_Gender,1,,
12877,Acct_State,Acct_State,1,,
12878,Acct_email,Acct_email,1,,
12879,Acct_Addr2,Acct_Addr2,1,,
12880,Acct_City,Acct_City,1,,
12881,Acct_Addr2,Acct_Addr2,1,,
12882,Acct_FName,Acct_FName,1,,
12883,Acct_City,Acct_phone,0,,
12884,Acct_UIDNo.,Acct_UIDNo.,1,,
12885,Acct_Addr1,Acct_Addr1,1,,
12886,Acct_UIDNo.,Acct_UIDNo.,1,,
12887,Acct_FName,Acct_LName,0.8,,
12888,Acct_phone,Acct_phone,1,,
12889,Acct_State,Acct_State,1,,
12890,Acct_id,Acct_id,1,,
12891,Acct_State,Acct_State,1,,
12892,Acct_Gender,Acct_Gender,1,,
12893,Acct_MName,Acct_FName,0.7,,
12894,Acct_State,Acct_State,1,,
12895,Acct_UIDNo.,Acct_UIDNo.,1,,
12896,Acct_Addr2,Acct_MName,0.4,,
12897,Acct_LName,Acct_City,0.6,,
12898,Acct_MName,Acct_MName,1,,
12899,Acct_DOB,Acct_DOB,1,,
12900,Acct_City,Acct_id,0.1,,
12901,Acct_DOB,Acct_DOB,1,,
12902,Acct_id,Acct_id,1,,
12903,Acct_LName,Acct_LName,1,,
12904,Acct_Addr2,Acct_Addr2,1,,
12905,Acct_City,Acct_LName,0.6,,
12906,Acct_Addr1,Acct_Addr1,1,,
12907,Acct_Addr1,Acct_Addr1,1,,
12908,Acct_Addr1,Acct_Addr1,1,,
12909,Acct_DOB,Acct_DOB,1,,
12910,Acct_FName,Acct_City,0.8,,
12911,Acct_Addr2,Acct_Addr2,1,,
12912,Acct_phone,Acct_phone,1,,
12913,Acct_FName,Acct_LName,0.8,,
12914,Acct_UIDNo.,Acct_UIDNo.,1,,
12915,Acct_State,Acct_State,1,,
12916,Acct_FName,Acct_id,0.3,,
12917,Acct_Addr1,Acct_Addr1,1,,
12918,Acct_DOB,Acct_DOB,1,,
12919,Acct_Gender,Acct_Gender,1,,
12920,Acct_LName,Acct_LName,1,,
12921,Acct_FName,Acct_LName,0.8,,
12922,Acct_Gender,Acct_Gender,1,,
12923,Acct_phone,Acct_phone,1,,
12924,Acct_MName,Acct_MName,1,,
12925,Acct_FName,Acct_City,0.8,,
12926,Acct_FName,Acct_City,0.8,,
12927,Acct_Addr2,Acct_Addr2,1,,
12928,Acct_City,Acct_LName,0.6,,
12929,Acct_MName,Acct_City,0.5,,
12930,Acct_DOB,Acct_DOB,1,,
12931,Acct_phone,Acct_phone,1,,
12932,Acct_id,Acct_id,1,,
12933,Acct_id,Acct_id,1,,
12934,Acct_Addr1,Acct_City,0.8,,
12935,Acct_id,Acct_id,1,,
12936,Acct_City,Acct_City,1,,
12937,Acct_Addr1,Acct_Addr1,1,,
12938,Acct_MName,Acct_MName,1,,
12939,Acct_Addr2,Acct_MName,0.4,,
12940,Acct_UIDNo.,Acct_UIDNo.,1,,
12941,Acct_id,Acct_id,1,,
12942,Acct_id,Acct_id,1,,
12943,Acct_Addr2,Acct_Addr1,0.9,,
12944,Acct_City,Acct_LName,0.6,,
12945,Acct_FName,Acct_FName,1,,
12946,Acct_DOB,Acct_DOB,1,,
12947,Acct_email,Acct_email,1,,
12948,Acct_LName,Acct_FName,0.8,,
12949,Acct_phone,Acct_phone,1,,
12950,Acct_DOB,Acct_DOB,1,,
12951,Acct_id,Acct_id,1,,
12952,Acct_Gender,Acct_Gender,1,,
12953,Acct_State,Acct_State,1,,
12954,Acct_City,Acct_UIDNo.,0.3,,
12955,Acct_State,Acct_State,1,,
12956,Acct_phone,Acct_phone,1,,
12957,Acct_Addr1,Acct_Addr1,1,,
12958,Acct_Addr1,Acct_Addr1,1,,
12959,Acct_phone,Acct_phone,1,,
12960,Acct_MName,Acct_MName,1,,
12961,Acct_State,Acct_State,1,,
12962,Acct_LName,Acct_LName,1,,
12963,Acct_Gender,Acct_Gender,1,,
12964,Acct_phone,Acct_phone,1,,
12965,Acct_State,Acct_State,1,,
